time_ave,time_sd,data_ave,data_sd,class
487.5,742.183771043264,604.75,895.4427326747367,label
58.03333333333333,7.425107556272997,456.666666667,111.58922687945983,label
58.03333333333333,7.425107556272997,250.15,170.63145714277508,label
427.5,638.2607225891313,3765.0,3700.623393429815,label
81.37209302325581,31.638233608275474,694.651162791,927.6950903385132,label
305.8,165.96674365667357,1072.8,74.10910875189364,label
58.03333333333333,7.425107556272997,2529.45,668.3616392592661,label
314.4,518.342010645481,6057.6,12228.450189619287,label
706.0,647.0,3096.5,1956.5,label
427.5,509.21189106304263,1174.5,80.5403625519528,label
427.5,638.2607225891313,1130.5,1805.8639898951417,label
64.69811320754717,20.941594347100345,1100.37735849,465.7675437064945,label
202.1764705882353,201.98201297148674,3037.47058824,2032.2311157834577,label
